Country,ISO_Code,Level,GDLCODE,Region,"Life expectancy","GNI per capita in thousands of US$ (2011 PPP)","Expected years schooling","Mean years schooling","Population size in millions"
"Afghanistan","AFG","National","AFGt","Total",64.49,1.746,10.1,3.93,37.2
"Afghanistan","AFG","Subnat","AFGr101","Central (Kabul Wardak Kapisa Logar Parwan Panjsher)",66.22,2.165,12.7,6.55,7.12
"Afghanistan","AFG","Subnat","AFGr102","Central Highlands (Bamyan Daikundi)",64.89,1.318,12.3,2.44,0.90
"Afghanistan","AFG","Subnat","AFGr103","East (Nangarhar Kunar Laghman Nooristan)",64.01,1.299,9.74,4.38,3.01
"Afghanistan","AFG","Subnat","AFGr104","North (Samangan Sar-e-Pul Balkh Jawzjan Faryab)",63.42,2.065,11.3,4.03,6.97
"Afghanistan","AFG","Subnat","AFGr105","North East (Baghlan Takhar Badakhshan Kunduz)",63.10,1.506,9.17,3.15,5.33
"Afghanistan","AFG","Subnat","AFGr106","South (Uruzgan Helmand Zabul Nimroz Kandahar)",64.33,1.695,6.29,2.56,4.81
"Afghanistan","AFG","Subnat","AFGr107","South East (Ghazni Paktya Paktika Khost)",66.78,1.601,10.5,2.91,4.00
"Afghanistan","AFG","Subnat","AFGr108","West (Ghor Herat Badghis Farah)",63.92,1.587,9.20,2.81,5.03
"Albania","ALB","National","ALBt","Total",78.46,12.30,15.2,10.1,2.87
"Albania","ALB","Subnat","ALBr201"," Berat",77.27,11.85,14.9,9.45,0.13
"Albania","ALB","Subnat","ALBr202"," Diber",78.88,12.05,13.1,8.64,0.13
"Albania","ALB","Subnat","ALBr203"," Durres",78.52,13.95,15.3,10.0,0.28
"Albania","ALB","Subnat","ALBr204"," Elbasan",78.50,11.90,15.8,8.87,0.28
"Albania","ALB","Subnat","ALBr205"," Fier",78.82,10.22,14.1,9.55,0.29
"Albania","ALB","Subnat","ALBr206"," Gjirokaster",76.67,12.90,14.8,10.2,0.07
"Albania","ALB","Subnat","ALBr207"," Korce",76.63,12.70,15.2,9.58,0.24
"Albania","ALB","Subnat","ALBr208"," Kukes",79.29,12.70,11.1,9.65,0.08
"Albania","ALB","Subnat","ALBr209"," Lezhe",78.50,11.48,14.0,9.27,0.13
"Albania","ALB","Subnat","ALBr210"," Shkoder",78.21,13.56,14.5,9.30,0.20
"Albania","ALB","Subnat","ALBr211"," Tirana",78.82,12.41,16.3,11.3,0.87
"Albania","ALB","Subnat","ALBr212"," Vlore",79.13,12.54,15.9,10.1,0.18
"Algeria","DZA","National","DZAt","Total",76.69,13.64,14.7,7.99,42.2
"Algeria","DZA","Subnat","DZAr104","Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",75.00,12.29,14.0,6.93,2.93
"Algeria","DZA","Subnat","DZAr105","Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",77.24,13.95,14.6,7.84,5.95
"Algeria","DZA","Subnat","DZAr106","Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",76.26,13.06,14.5,6.83,2.40
"Algeria","DZA","Subnat","DZAr101","Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",77.79,13.66,15.1,8.25,14.3
"Algeria","DZA","Subnat","DZAr102","Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",77.75,13.57,15.4,8.60,5.99
"Algeria","DZA","Subnat","DZAr103","Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",75.92,13.95,14.0,7.72,6.45
"Algeria","DZA","Subnat","DZAr107","Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",74.75,14.08,14.5,8.00,4.23
"Andorra","AND","National","ANDt","Total",81.79,48.64,13.3,10.2,0.08
"Angola","AGO","National","AGOt","Total",60.78,5.555,11.8,5.13,30.8
"Angola","AGO","Subnat","AGOr218"," Bengo",67.33,4.324,10.4,4.37,0.37
"Angola","AGO","Subnat","AGOr209"," Benguela",54.52,4.562,11.7,4.35,2.56
"Angola","AGO","Subnat","AGOr211"," Bie",60.74,2.746,10.3,2.78,1.49
"Angola","AGO","Subnat","AGOr201"," Cabinda",65.42,8.748,13.6,7.36,0.68
"Angola","AGO","Subnat","AGOr216"," Cunene",61.69,3.010,10.9,2.94,1.19
"Angola","AGO","Subnat","AGOr210"," Huambo",59.07,3.896,11.1,3.86,2.16
"Angola","AGO","Subnat","AGOr215"," Huila",56.90,3.550,11.2,3.62,2.73
"Angola","AGO","Subnat","AGOr213"," Kuando Kubango",61.66,3.324,9.61,2.88,0.55
"Angola","AGO","Subnat","AGOr205"," Kuanza Norte",59.84,3.840,11.5,3.86,0.43
"Angola","AGO","Subnat","AGOr206"," Kuanza Sul",55.38,2.933,8.27,2.65,2.31
"Angola","AGO","Subnat","AGOr204"," Luanda",64.76,13.94,13.4,7.67,10.3
"Angola","AGO","Subnat","AGOr208"," Lunda Norte",63.05,3.549,9.17,3.53,0.85
"Angola","AGO","Subnat","AGOr217"," Lunda Sul",65.10,4.154,12.3,3.85,0.53
"Angola","AGO","Subnat","AGOr207"," Malange",63.64,4.362,11.6,3.72,1.24
"Angola","AGO","Subnat","AGOr212"," Moxico",70.72,3.081,9.84,3.22,0.71
"Angola","AGO","Subnat","AGOr214"," Namibe",59.47,5.119,12.8,4.91,0.39
"Angola","AGO","Subnat","AGOr203"," Uige",61.60,2.993,11.8,3.79,1.70
"Angola","AGO","Subnat","AGOr202"," Zaire",63.98,5.433,11.6,6.34,0.62
"Antigua and Barbuda","ATG","National","ATGt","Total",76.89,22.20,12.5,9.26,0.10
"Argentina","ARG","National","ARGt","Total",76.52,17.61,17.6,10.6,44.5
"Argentina","ARG","Subnat","ARGr103","Catamarca, La Rioja, San Juan",76.52,17.69,17.6,10.6,1.39
"Argentina","ARG","Subnat","ARGr106","Chaco, Formosa",76.52,13.75,17.6,9.62,1.71
"Argentina","ARG","Subnat","ARGr107","Chubut, Neuquen, Rio Negro, Santa Cruz, Tierra del Fuego",76.52,20.41,17.3,10.7,2.26
"Argentina","ARG","Subnat","ARGr101","City of Buenos Aires",76.52,20.47,19.8,13.0,3.45
"Argentina","ARG","Subnat","ARGr104","Cordoba",76.52,18.48,17.8,10.6,3.56
"Argentina","ARG","Subnat","ARGr105","Corrientes, Entre Rios, Misiones",76.52,16.98,16.8,9.75,3.66
"Argentina","ARG","Subnat","ARGr108","Jujuy, Salta",76.52,15.10,18.2,10.2,2.07
"Argentina","ARG","Subnat","ARGr109","La Pampa, San Luis, Mendoza",76.52,19.97,17.8,10.5,2.71
"Argentina","ARG","Subnat","ARGr102","Rest of Buenos Aires",76.52,16.80,17.1,10.3,17.7
"Argentina","ARG","Subnat","ARGr110","Santa Fe",76.52,18.60,18.6,10.9,3.42
"Argentina","ARG","Subnat","ARGr111","Santiago del Estero, Tucuman",76.52,16.77,16.9,10.2,2.56
"Armenia","ARM","National","ARMt","Total",74.95,9.277,13.2,11.8,2.95
"Armenia","ARM","Subnat","ARMr101","Aragatsotn",74.65,8.329,12.8,11.2,0.15
"Armenia","ARM","Subnat","ARMr102","Ararat",73.79,8.836,12.2,11.0,0.28
"Armenia","ARM","Subnat","ARMr103","Armavir",74.64,7.799,12.2,10.7,0.27
"Armenia","ARM","Subnat","ARMr104","Gegharkunik",75.68,7.496,12.0,10.6,0.24
"Armenia","ARM","Subnat","ARMr106","Kotayk",74.57,10.19,13.4,11.7,0.32
"Armenia","ARM","Subnat","ARMr105","Lori",72.71,7.990,12.7,11.1,0.21
"Armenia","ARM","Subnat","ARMr107","Shirak",74.89,9.074,12.9,11.9,0.25
"Armenia","ARM","Subnat","ARMr108","Syunik",75.83,9.178,12.8,11.6,0.14
"Armenia","ARM","Subnat","ARMr110","Tavush",72.99,8.950,12.6,11.3,0.14
"Armenia","ARM","Subnat","ARMr109","Vayots Dzor",73.72,9.132,13.2,11.5,0.06
"Armenia","ARM","Subnat","ARMr111","Yerevan",76.35,10.77,14.5,13.1,0.91
"Australia","AUS","National","AUSt","Total",83.28,44.10,22.1,12.7,25.0
"Australia","AUS","Subnat","AUSr108","Australian Capital Territory",84.35,59.18,24.1,13.8,0.42
"Australia","AUS","Subnat","AUSr101","New South Wales",83.23,44.78,22.2,12.7,7.99
"Australia","AUS","Subnat","AUSr107","Northern Territory",78.46,60.21,21.7,12.4,0.25
"Australia","AUS","Subnat","AUSr103","Queensland",82.93,41.95,21.8,12.5,5.01
"Australia","AUS","Subnat","AUSr104","South Australia",83.18,37.59,21.6,12.4,1.77
"Australia","AUS","Subnat","AUSr106","Tasmania",81.81,32.26,21.0,12.0,0.53
"Australia","AUS","Subnat","AUSr102","Victoria",83.69,39.83,22.4,12.8,6.38
"Australia","AUS","Subnat","AUSr105","Western Australia",83.64,58.71,22.0,12.6,2.64
"Austria","AUT","National","AUTt","Total",81.43,46.23,16.3,12.6,8.85
"Austria","AUT","Subnat","AUTr101","Burgenland",81.03,31.73,14.6,12.3,0.29
"Austria","AUT","Subnat","AUTr104","Karnten",81.43,39.18,15.6,12.5,0.57
"Austria","AUT","Subnat","AUTr102","Niederosterreich",81.03,37.67,13.9,12.6,1.68
"Austria","AUT","Subnat","AUTr106","Oberosterreich",81.83,47.05,15.3,12.4,1.48
"Austria","AUT","Subnat","AUTr107","Salzburg",82.33,55.96,17.0,12.6,0.55
"Austria","AUT","Subnat","AUTr105","Steiermark",81.73,40.96,16.5,12.4,1.25
"Austria","AUT","Subnat","AUTr108","Tirol",82.43,50.10,17.0,12.4,0.75
"Austria","AUT","Subnat","AUTr109","Vorarlberg",82.33,51.24,14.5,12.2,0.39
"Austria","AUT","Subnat","AUTr103","Wien",80.53,55.83,18.9,13.0,1.88
"Azerbaijan","AZE","National","AZEt","Total",72.86,15.24,12.4,10.5,9.94
"Azerbaijan","AZE","Subnat","AZEr102","Absheron",74.58,21.85,13.4,11.1,0.64
"Azerbaijan","AZE","Subnat","AZEr107","Aran",70.43,10.85,11.6,9.74,2.39
"Azerbaijan","AZE","Subnat","AZEr101","Baku",75.70,26.67,13.7,11.6,2.89
"Azerbaijan","AZE","Subnat","AZEr109","Dakhlik Shirvan",74.26,10.70,11.3,9.65,0.32
"Azerbaijan","AZE","Subnat","AZEr103","Ganja Gazakh",70.39,10.96,12.1,10.2,1.40
"Azerbaijan","AZE","Subnat","AZEr106","Guba Khachmaz",74.38,12.16,11.5,9.72,0.50
"Azerbaijan","AZE","Subnat","AZEr105","Lankaran",73.69,9.959,11.2,9.58,0.84
"Azerbaijan","AZE","Subnat","AZEr104","Shaki Zaqatala",76.94,11.77,12.2,10.5,0.71
"Azerbaijan","AZE","Subnat","AZEr108","Yukhari Karabakh",68.49,10.68,12.2,9.61,0.25
"Bahamas","BHS","National","BHSt","Total",73.75,28.40,12.8,11.5,0.39
"Bahrain","BHR","National","BHRt","Total",77.16,40.40,15.3,9.41,1.57
"Bangladesh","BGD","National","BGDt","Total",72.32,4.057,11.2,6.06,161
"Bangladesh","BGD","Subnat","BGDr214"," Bagerhat, Khulna, Satkhira",76.77,3.134,12.1,5.72,5.59
"Bangladesh","BGD","Subnat","BGDr204"," Bandarban, Cox s Bazar",67.17,2.860,10.0,4.38,2.95
"Bangladesh","BGD","Subnat","BGDr202"," Barguna, Bhola, Patuakhali",72.84,2.877,11.0,5.49,4.31
"Bangladesh","BGD","Subnat","BGDr201"," Barisal, Jhalokati, Pirojpur",74.00,4.735,12.8,8.11,6.80
"Bangladesh","BGD","Subnat","BGDr219"," Bogra, Gaibandha, Jaypurhat",72.57,3.429,12.1,5.93,6.14
"Bangladesh","BGD","Subnat","BGDr207"," Brahmanbaria, Chandpur, Comilla",74.09,4.626,11.2,6.35,10.2
"Bangladesh","BGD","Subnat","BGDr203"," Chittagong",70.95,5.915,11.3,7.50,9.18
"Bangladesh","BGD","Subnat","BGDr216"," Chuadanga, Jhenaidah, Kushtia, Meherpur",71.79,4.241,11.6,5.37,5.59
"Bangladesh","BGD","Subnat","BGDr208"," Dhaka",75.03,9.060,10.3,8.81,14.1
"Bangladesh","BGD","Subnat","BGDr220"," Dinajpur, Nilphamari, Panchagarh, Thakurgaon",74.62,3.203,11.5,6.20,9.23
"Bangladesh","BGD","Subnat","BGDr212"," Faridpur, Manikganj, Rajbari",72.53,3.438,11.9,4.85,8.51
"Bangladesh","BGD","Subnat","BGDr206"," Feni, Lakshmipur, Noakhali",71.53,4.051,10.2,5.84,6.50
"Bangladesh","BGD","Subnat","BGDr209"," Gazipur, Narayanganj, Narsingdi",73.13,5.674,10.9,7.33,8.65
"Bangladesh","BGD","Subnat","BGDr213"," Gopalganj, Madaripur, Munshiganj, Shariatpur",74.52,4.046,12.2,6.28,5.48
"Bangladesh","BGD","Subnat","BGDr223"," Habiganj, Sunamganj",68.35,2.849,10.2,3.70,6.45
"Bangladesh","BGD","Subnat","BGDr210"," Jamalpur, Sherpur, Tangail",70.13,3.336,11.6,4.25,9.31
"Bangladesh","BGD","Subnat","BGDr215"," Jessore, Magura, Narail",72.78,3.707,12.1,6.27,4.28
"Bangladesh","BGD","Subnat","BGDr205"," Khagrachhari, Rangamati (Chattagram)",67.75,3.181,12.2,6.10,2.64
"Bangladesh","BGD","Subnat","BGDr211"," Kishoreganj, Mymensingh, Netrakona",71.58,2.807,10.4,4.67,10.3
"Bangladesh","BGD","Subnat","BGDr221"," Kurigram, Lalmonirhat, Rangpur",72.94,3.023,11.6,5.08,6.47
"Bangladesh","BGD","Subnat","BGDr222"," Maulvibazar, Sylhet",70.44,4.218,10.8,5.53,6.89
"Bangladesh","BGD","Subnat","BGDr217"," Naogaon, Nawabganj, Rajshahi",71.37,3.151,10.9,5.02,5.87
"Bangladesh","BGD","Subnat","BGDr218"," Natore, Pabna, Sirajganj",73.31,3.568,11.1,5.86,5.87
"Barbados","BRB","National","BRBt","Total",79.08,15.91,15.2,10.6,0.29
"Barbados","BRB","Subnat","BRBr102","Christ Church and St. Philip",79.08,16.71,15.1,11.0,0.08
"Barbados","BRB","Subnat","BRBr101","St Michael",79.08,15.12,14.9,10.3,0.09
"Barbados","BRB","Subnat","BRBr103","St. James, St. George, and St. Thomas",79.08,16.74,15.6,11.1,0.06
"Barbados","BRB","Subnat","BRBr104","St. Lucy, St. Peter, St. Andrew, St. Joseph, and St. John",79.08,15.32,15.3,9.85,0.07
"Belarus","BLR","National","BLRt","Total",74.59,17.04,15.4,12.3,9.49
"Belarus","BLR","Subnat","BLRr101","Brest region",76.85,15.53,14.7,12.0,1.45
"Belarus","BLR","Subnat","BLRr103","Gomel region",74.33,15.59,15.7,12.0,1.43
"Belarus","BLR","Subnat","BLRr104","Grodno region",75.30,17.78,15.1,12.3,1.06
"Belarus","BLR","Subnat","BLRr105","Minsk region",74.73,19.43,15.7,12.9,3.19
"Belarus","BLR","Subnat","BLRr106","Mogilev region",73.91,14.67,14.9,11.9,1.10
"Belarus","BLR","Subnat","BLRr102","Vitebsk region",71.88,16.42,15.4,12.0,1.26
"Belgium","BEL","National","BELt","Total",81.47,43.82,19.7,11.8,11.4
"Belgium","BEL","Subnat","BELr101","Bruxelles - Brussel",81.24,75.56,22.0,12.0,1.21
"Belgium","BEL","Subnat","BELr102","Prov. Antwerpen",82.34,51.96,20.2,11.7,1.85
"Belgium","BEL","Subnat","BELr107","Prov. Brabant Wallon",82.34,49.59,16.2,12.9,0.40
"Belgium","BEL","Subnat","BELr108","Prov. Hainaut",78.74,27.95,18.6,11.1,1.35
"Belgium","BEL","Subnat","BELr109","Prov. Liege",79.94,31.32,17.6,11.4,1.11
"Belgium","BEL","Subnat","BELr103","Prov. Limburg",82.84,36.00,19.6,11.6,0.88
"Belgium","BEL","Subnat","BELr110","Prov. Luxembourg",79.84,27.56,18.0,11.7,0.29
"Belgium","BEL","Subnat","BELr111","Prov. Namur",79.64,30.15,18.8,11.8,0.50
"Belgium","BEL","Subnat","BELr104","Prov. Oost-Vlaanderen",82.14,40.69,21.5,12.0,1.51
"Belgium","BEL","Subnat","BELr105","Prov. Vlaams-Brabant",82.84,47.36,19.1,12.5,1.14
"Belgium","BEL","Subnat","BELr106","Prov. West-Vlaanderen",82.64,43.05,18.8,11.7,1.20
"Belize","BLZ","National","BLZt","Total",74.50,7.136,13.1,9.80,0.38
"Belize","BLZ","Subnat","BLZr102","Belize",72.13,8.548,14.4,11.8,0.11
"Belize","BLZ","Subnat","BLZr103","Cayo",73.28,3.816,12.4,7.30,0.04
"Belize","BLZ","Subnat","BLZr101","Corozal, Orange Walk",75.24,6.695,11.8,8.55,0.11
"Belize","BLZ","Subnat","BLZr104","Stann Creek, Toledo",76.04,7.484,13.4,9.61,0.13
"Benin","BEN","National","BENt","Total",61.47,2.135,12.6,3.77,11.5
"Benin","BEN","Subnat","BENr101","Atacora (incl Donga)",59.15,1.913,11.8,2.57,1.75
"Benin","BEN","Subnat","BENr102","Atlantique (incl Littoral (Cotonou))",62.05,3.064,16.4,6.86,1.95
"Benin","BEN","Subnat","BENr103","Borgou (incl Alibori)",62.55,1.863,7.57,2.13,2.88
"Benin","BEN","Subnat","BENr104","Mono (incl Couffo)",60.74,1.667,14.3,3.87,1.34
"Benin","BEN","Subnat","BENr105","Queme (incl Plateau)",62.50,2.222,14.7,3.94,1.77
"Benin","BEN","Subnat","BENr106","Zou (incl Collines)",61.06,2.059,14.7,3.48,1.81
"Bhutan","BTN","National","BTNt","Total",71.46,8.609,12.1,3.14,0.75
"Bhutan","BTN","Subnat","BTNr101","Bumthang",70.63,9.788,12.5,3.11,0.02
"Bhutan","BTN","Subnat","BTNr102","Chukha",68.50,10.56,12.6,4.69,0.08
"Bhutan","BTN","Subnat","BTNr103","Dagana",73.33,4.899,11.6,2.05,0.03
"Bhutan","BTN","Subnat","BTNr104","Gasa",64.94,4.798,9.03,2.20,0.01
"Bhutan","BTN","Subnat","BTNr105","Haa",77.48,11.25,12.8,3.06,0.02
"Bhutan","BTN","Subnat","BTNr106","Lhuntse",76.60,5.615,11.4,1.15,0.02
"Bhutan","BTN","Subnat","BTNr107","Mongar",69.47,6.708,11.6,1.93,0.05
"Bhutan","BTN","Subnat","BTNr108","Paro",77.48,13.63,12.7,3.68,0.04
"Bhutan","BTN","Subnat","BTNr109","Pemagatshel",69.56,5.700,13.4,1.39,0.03
"Bhutan","BTN","Subnat","BTNr110","Punakha",71.83,9.823,11.7,3.03,0.03
"Bhutan","BTN","Subnat","BTNr111","Samdrup jongkhar",67.59,7.297,12.5,2.15,0.04
"Bhutan","BTN","Subnat","BTNr112","Samtse",69.54,7.413,11.9,2.38,0.08
"Bhutan","BTN","Subnat","BTNr113","Sarpang",74.04,9.610,12.6,3.50,0.05
"Bhutan","BTN","Subnat","BTNr114","Thimphu",77.77,18.79,12.7,7.38,0.09
"Bhutan","BTN","Subnat","BTNr115","Trashigang",67.99,6.103,11.4,1.41,0.06
"Bhutan","BTN","Subnat","BTNr116","Trashiyangtse",71.09,6.837,10.5,1.66,0.02
"Bhutan","BTN","Subnat","BTNr117","Trongsa",70.31,6.165,11.7,2.51,0.02
"Bhutan","BTN","Subnat","BTNr118","Tsirang",73.10,5.898,12.2,2.39,0.03
"Bhutan","BTN","Subnat","BTNr119","Wangdi",72.22,7.459,10.6,1.89,0.03
"Bhutan","BTN","Subnat","BTNr120","Zhemgang",72.03,5.106,12.0,1.75,0.02
"Bolivia","BOL","National","BOLt","Total",71.24,6.849,14.0,9.02,11.4
"Bolivia","BOL","Subnat","BOLr108","Beni",73.93,5.449,13.6,9.96,0.38
"Bolivia","BOL","Subnat","BOLr101","Chuquisaca",74.04,5.055,14.1,6.87,0.70
"Bolivia","BOL","Subnat","BOLr103","Cochabamba",70.10,7.202,14.0,8.47,2.11
"Bolivia","BOL","Subnat","BOLr102","La Paz",70.59,6.376,14.4,9.49,3.35
"Bolivia","BOL","Subnat","BOLr104","Oruro",72.18,6.507,14.5,9.24,0.63
"Bolivia","BOL","Subnat","BOLr109","Pando",73.16,6.786,13.6,10.8,0.07
"Bolivia","BOL","Subnat","BOLr105","Potosi",65.48,4.525,13.3,6.64,1.20
"Bolivia","BOL","Subnat","BOLr107","Santa Cruz",75.44,9.996,14.0,10.5,2.40
"Bolivia","BOL","Subnat","BOLr106","Tarija",75.12,8.417,13.8,8.59,0.52
"Bosnia Herzegovina","BIH","National","BIHt","Total",77.26,12.69,13.8,9.69,3.32
"Bosnia Herzegovina","BIH","Subnat","BIHr103","Central Bosnia",77.26,13.13,13.5,9.91,1.06
"Bosnia Herzegovina","BIH","Subnat","BIHr102","Northern Bosnia",77.26,11.50,14.0,9.42,0.53
"Bosnia Herzegovina","BIH","Subnat","BIHr105","Republica Srpska",77.26,12.13,14.0,9.49,1.07
"Bosnia Herzegovina","BIH","Subnat","BIHr101","Western Bosnia",77.26,14.56,12.7,9.50,0.33
"Bosnia Herzegovina","BIH","Subnat","BIHr104","Western herzegovina",77.26,13.88,14.8,10.4,0.33
"Botswana","BWA","National","BWAt","Total",69.28,15.95,12.7,9.33,2.25
"Botswana","BWA","Subnat","BWAr101","Central",69.05,13.91,12.2,8.56,0.71
"Botswana","BWA","Subnat","BWAr110","Chobe",67.14,14.37,11.2,9.69,0.03
"Botswana","BWA","Subnat","BWAr102","Ghanzi",68.86,12.73,10.1,8.42,0.05
"Botswana","BWA","Subnat","BWAr103","Kgalagadi",68.63,13.40,11.2,8.77,0.06
"Botswana","BWA","Subnat","BWAr104","Kgatleng",70.45,17.33,13.2,9.28,0.10
"Botswana","BWA","Subnat","BWAr105","Kweneng",70.22,14.39,12.6,8.23,0.34
"Botswana","BWA","Subnat","BWAr106","North-East",69.73,19.22,12.8,9.79,0.18
"Botswana","BWA","Subnat","BWAr107","North-West, Ngamiland",67.89,11.29,11.4,9.30,0.17
"Botswana","BWA","Subnat","BWAr108","South-East",69.35,27.03,14.5,12.4,0.38
"Botswana","BWA","Subnat","BWAr109","Southern",69.27,14.31,12.3,8.67,0.24
"Brazil","BRA","National","BRAt","Total",75.67,14.07,15.4,7.84,209
"Brazil","BRA","Subnat","BRAr102","Acre",74.72,8.604,14.9,6.98,0.78
"Brazil","BRA","Subnat","BRAr114","Alagoas",73.83,11.43,15.4,6.05,3.32
"Brazil","BRA","Subnat","BRAr106","Amapa",75.80,10.12,15.3,8.27,0.69
"Brazil","BRA","Subnat","BRAr103","Amazonas",75.68,9.598,15.2,7.67,3.79
"Brazil","BRA","Subnat","BRAr116","Bahia",74.68,11.71,15.5,6.81,15.4
"Brazil","BRA","Subnat","BRAr110","Ceara",75.49,11.81,15.0,6.73,9.48
"Brazil","BRA","Subnat","BRAr127","Distrito Federal",78.01,17.35,16.5,10.2,2.89
"Brazil","BRA","Subnat","BRAr118","Espirito Santo",75.51,15.18,15.2,7.96,3.83
"Brazil","BRA","Subnat","BRAr126","Goias",76.19,15.13,15.6,7.71,6.50
"Brazil","BRA","Subnat","BRAr108","Maranhao",73.87,8.745,15.2,6.16,7.15
"Brazil","BRA","Subnat","BRAr125","Mato Grosso",76.21,13.63,15.3,7.59,3.27
"Brazil","BRA","Subnat","BRAr124","Mato Grosso do Sul",75.77,14.48,15.3,7.96,2.70
"Brazil","BRA","Subnat","BRAr117","Minas Gerais",76.12,15.02,15.3,7.48,21.3
"Brazil","BRA","Subnat","BRAr105","Para",74.82,8.632,15.3,6.92,8.41
"Brazil","BRA","Subnat","BRAr112","Paraiba",74.81,12.44,15.6,6.52,4.16
"Brazil","BRA","Subnat","BRAr121","Parana",75.94,15.66,15.5,7.97,11.6
"Brazil","BRA","Subnat","BRAr113","Pernambuco",74.64,12.38,15.2,6.95,9.73
"Brazil","BRA","Subnat","BRAr109","Piaui",72.64,10.17,16.0,6.15,3.34
"Brazil","BRA","Subnat","BRAr119","Rio de Janeiro",77.24,15.30,15.7,8.98,17.8
"Brazil","BRA","Subnat","BRAr111","Rio Grande do Norte",74.86,13.74,15.5,7.29,3.45
"Brazil","BRA","Subnat","BRAr123","Rio Grande do Sul",76.55,15.54,15.5,8.23,11.8
"Brazil","BRA","Subnat","BRAr101","Rondonia",76.04,10.57,15.1,6.99,1.70
"Brazil","BRA","Subnat","BRAr104","Roraima",77.86,11.33,15.5,7.91,0.50
"Brazil","BRA","Subnat","BRAr122","Santa Catarina",76.54,16.02,15.2,8.28,6.85
"Brazil","BRA","Subnat","BRAr120","Sao Paulo",76.88,16.86,15.4,8.74,45.3
"Brazil","BRA","Subnat","BRAr115","Sergipe",75.00,13.12,15.8,6.88,2.28
"Brazil","BRA","Subnat","BRAr107","Tocantins",76.16,12.03,15.6,7.22,1.55
"Brunei Darussalam","BRN","National","BRNt","Total",75.72,76.39,14.4,9.10,0.43
"Bulgaria","BGR","National","BGRt","Total",74.93,19.65,14.8,11.8,7.02
"Bulgaria","BGR","Subnat","BGRr102","Severen tsentralen",74.44,13.43,15.2,11.5,0.80
"Bulgaria","BGR","Subnat","BGRr103","Severoiztochen",74.84,15.71,14.5,11.6,0.93
"Bulgaria","BGR","Subnat","BGRr101","Severozapaden",73.34,11.74,13.0,11.4,0.76
"Bulgaria","BGR","Subnat","BGRr104","Yugoiztochen",74.44,17.28,13.0,11.4,1.04
"Bulgaria","BGR","Subnat","BGRr105","Yugozapaden",75.74,32.17,16.6,12.7,2.09
"Bulgaria","BGR","Subnat","BGRr106","Yuzhen tsentralen",75.34,13.58,14.2,11.4,1.41
"Burkina Faso","BFA","National","BFAt","Total",61.17,1.705,8.91,1.59,19.8
"Burkina Faso","BFA","Subnat","BFAr101","Boucle de Mouhoun",62.31,1.421,7.74,0.98,2.21
"Burkina Faso","BFA","Subnat","BFAr102","Cascades",59.42,1.911,9.87,1.48,0.78
"Burkina Faso","BFA","Subnat","BFAr103","Centre (incl Ouagadougou)",66.97,3.703,15.5,5.20,2.37
"Burkina Faso","BFA","Subnat","BFAr104","Centre-Est",68.54,1.647,7.55,0.73,1.52
"Burkina Faso","BFA","Subnat","BFAr105","Centre-Nord",64.24,1.515,6.75,0.66,1.53
"Burkina Faso","BFA","Subnat","BFAr106","Centre-Ouest",61.63,1.576,9.75,1.28,1.51
"Burkina Faso","BFA","Subnat","BFAr107","Centre-Sud",63.12,1.506,10.2,0.89,0.97
"Burkina Faso","BFA","Subnat","BFAr108","Est",58.33,1.279,5.69,0.51,1.88
"Burkina Faso","BFA","Subnat","BFAr109","Hauts Bassins",61.73,2.124,10.5,2.30,2.15
"Burkina Faso","BFA","Subnat","BFAr110","Nord",60.69,1.600,9.24,0.84,1.47
"Burkina Faso","BFA","Subnat","BFAr111","Plateau Central",62.13,1.660,9.04,0.76,0.96
"Burkina Faso","BFA","Subnat","BFAr112","Sahel",56.14,1.039,3.54,0.35,1.57
"Burkina Faso","BFA","Subnat","BFAr113","Sud-Ouest",57.83,1.283,6.29,0.90,0.84
"Burundi","BDI","National","BDIt","Total",61.25,0.660,11.3,3.12,11.2
"Burundi","BDI","Subnat","BDIr103","East (Cankuzo, Rutana, Ruyigi )",62.85,0.611,9.85,2.86,1.39
"Burundi","BDI","Subnat","BDIr105","Middle (Gitega, Karuzi, Muramvya, Mwaro)",62.18,0.638,11.9,2.85,2.21
"Burundi","BDI","Subnat","BDIr101","North (Kayanza, Kirundo, Muyinga, Ngozi)",58.09,0.571,9.67,2.27,3.33
"Burundi","BDI","Subnat","BDIr102","South (Bururi, Makamba)",64.23,0.716,13.0,3.15,1.68
"Burundi","BDI","Subnat","BDIr104","West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)",62.44,0.826,12.5,4.58,2.56
"Cambodia","KHM","National","KHMt","Total",69.57,3.597,11.3,4.84,16.3
