Country,ISO_Code,Level,GDLCODE,Region,"Life expectancy","GNI per capita in thousands of US$ (2011 PPP)","Expected years schooling","Mean years schooling","Population size in millions"
"El Salvador","SLV","Subnat","SLVr102","Central I",73.51,8.414,12.8,8.33,2.98
"El Salvador","SLV","Subnat","SLVr103","Central II",73.53,5.824,11.5,5.57,0.82
"El Salvador","SLV","Subnat","SLVr101","Occidental",72.29,6.130,11.5,5.98,1.35
"El Salvador","SLV","Subnat","SLVr104","Oriental",72.81,5.711,11.4,5.29,1.27
"Equatorial Guinea","GNQ","National","GNQt","Total",58.40,17.80,9.20,5.55,1.31
"Equatorial Guinea","GNQ","Subnat","GNQr101","Annobon, Bioko",58.34,41.29,13.9,8.35,0.28
"Equatorial Guinea","GNQ","Subnat","GNQr102","Centro Sur",58.97,10.09,6.37,3.84,0.18
"Equatorial Guinea","GNQ","Subnat","GNQr103","Kie Ntem",57.90,9.759,7.59,4.58,0.26
"Equatorial Guinea","GNQ","Subnat","GNQr104","Litoral",60.66,19.81,10.2,6.14,0.42
"Equatorial Guinea","GNQ","Subnat","GNQr105","Wele Nzas",55.99,9.970,6.18,3.73,0.18
"Eritrea","ERI","National","ERIt","Total",65.94,1.708,5.01,3.90,3.50
"Eritrea","ERI","Subnat","ERIr104","Anseba",70.39,1.316,4.71,2.03,0.47
"Eritrea","ERI","Subnat","ERIr106","Debub (Southern)",65.48,1.348,5.47,3.01,1.05
"Eritrea","ERI","Subnat","ERIr101","Debubawi Keyih Bahri (Southern Red Sea)",58.69,2.762,4.40,4.87,0.11
"Eritrea","ERI","Subnat","ERIr105","Gash Barka",64.14,1.100,3.35,1.32,0.64
"Eritrea","ERI","Subnat","ERIr102","Maekel (Central including Asmara)",72.27,4.226,6.62,8.51,0.81
"Eritrea","ERI","Subnat","ERIr103","Semenawi Keyih Bahri (Northern Red Sea)",61.21,1.300,4.12,1.87,0.44
"Estonia","EST","National","ESTt","Total",78.57,30.38,16.1,13.0,1.32
"Estonia","EST","Subnat","ESTr103","Kesk-Eesti",77.73,17.73,14.5,11.8,0.15
"Estonia","EST","Subnat","ESTr104","Kirde-Eesti",75.33,17.10,16.3,13.2,0.15
"Estonia","EST","Subnat","ESTr102","Laane-Eesti",78.69,18.90,15.0,12.2,0.13
"Estonia","EST","Subnat","ESTr105","Louna-Eesti",78.61,21.62,15.6,12.7,0.32
"Estonia","EST","Subnat","ESTr101","Pohja-Eesti",79.51,44.26,17.0,13.8,0.58
"Eswatini","SWZ","National","SWZt","Total",59.40,9.359,11.4,6.75,1.14
"Eswatini","SWZ","Subnat","SWZr101","Hhohho",63.59,10.55,11.3,7.16,0.28
"Eswatini","SWZ","Subnat","SWZr104","Lubombo",60.32,8.493,11.3,5.60,0.23
"Eswatini","SWZ","Subnat","SWZr102","Manzini",58.19,10.26,11.3,7.34,0.42
"Eswatini","SWZ","Subnat","SWZr103","Shiselweni",56.44,6.860,11.7,6.06,0.20
"Ethiopia","ETH","National","ETHt","Total",66.24,1.782,8.71,2.80,109
"Ethiopia","ETH","Subnat","ETHr110","Addis",72.25,9.505,11.4,8.90,3.93
"Ethiopia","ETH","Subnat","ETHr102","Affar",61.36,1.858,7.29,1.70,0.89
"Ethiopia","ETH","Subnat","ETHr103","Amhara",65.78,1.548,8.78,2.03,24.8
"Ethiopia","ETH","Subnat","ETHr106","Ben-Gumz",64.28,1.606,9.18,2.69,1.11
"Ethiopia","ETH","Subnat","ETHr111","Dire Dawa",64.87,4.059,9.90,4.93,0.55
"Ethiopia","ETH","Subnat","ETHr108","Gambela",65.43,2.152,11.7,5.55,0.29
"Ethiopia","ETH","Subnat","ETHr109","Harari",67.42,4.108,9.59,5.54,0.25
"Ethiopia","ETH","Subnat","ETHr104","Oromiya",66.60,1.670,7.95,2.60,42.7
"Ethiopia","ETH","Subnat","ETHr107","SNNP",65.40,1.561,9.83,2.76,23.7
"Ethiopia","ETH","Subnat","ETHr105","Somali",64.70,1.585,7.36,1.59,3.73
"Ethiopia","ETH","Subnat","ETHr101","Tigray",69.29,1.988,9.31,2.62,7.26
"Fiji","FJI","National","FJIt","Total",67.34,9.110,14.4,10.9,0.88
"Fiji","FJI","Subnat","FJIr108","Ba",66.02,12.10,14.0,10.9,0.24
"Fiji","FJI","Subnat","FJIr106","Cakaudrove, Bua",68.71,4.335,13.3,9.93,0.07
"Fiji","FJI","Subnat","FJIr105","Kadavu, Lau, Lomaiviti, Rotuma",67.37,4.209,14.0,10.1,0.04
"Fiji","FJI","Subnat","FJIr107","Macuata",67.10,7.913,14.3,10.2,0.08
"Fiji","FJI","Subnat","FJIr109","Nadroga or Navosa",68.01,7.139,13.4,10.6,0.06
"Fiji","FJI","Subnat","FJIr101","Naitasiri",67.80,11.50,15.1,11.4,0.17
"Fiji","FJI","Subnat","FJIr110","Ra",66.62,5.037,13.5,10.2,0.03
"Fiji","FJI","Subnat","FJIr102","Rewa",68.26,12.52,15.8,11.7,0.11
"Fiji","FJI","Subnat","FJIr103","Serua, Namosi",67.17,8.708,13.4,11.1,0.03
"Fiji","FJI","Subnat","FJIr104","Tailevu",68.61,7.517,15.0,11.0,0.06
"Finland","FIN","National","FINt","Total",81.74,41.78,19.3,12.4,5.52
"Finland","FIN","Subnat","FINr105","Aland",81.12,50.31,16.9,11.7,0.03
"Finland","FIN","Subnat","FINr103","Etela-Suomi",81.52,36.85,19.3,12.2,1.16
"Finland","FIN","Subnat","FINr102","Helsinki-Uusimaa",82.22,55.32,18.9,12.8,1.64
"Finland","FIN","Subnat","FINr101","Lansi-Suomi",81.92,36.98,19.6,12.4,1.38
"Finland","FIN","Subnat","FINr104","Pohjois-ja Ita-Suomi",81.22,34.30,19.7,12.2,1.30
"France","FRA","National","FRAt","Total",82.54,40.51,15.5,11.4,67.0
"France","FRA","Subnat","FRAr110","Alsace",82.64,36.78,15.5,11.3,1.89
"France","FRA","Subnat","FRAr115","Aquitaine",83.04,35.82,15.4,11.4,3.42
"France","FRA","Subnat","FRAr119","Auvergne",81.94,34.19,15.2,11.0,1.37
"France","FRA","Subnat","FRAr106","Basse-Normandie",82.04,31.88,14.9,10.8,1.48
"France","FRA","Subnat","FRAr107","Bourgogne",81.94,32.56,14.9,11.2,1.64
"France","FRA","Subnat","FRAr113","Bretagne",81.74,34.46,15.6,11.6,3.32
"France","FRA","Subnat","FRAr105","Centre",82.24,33.24,14.7,11.2,2.58
"France","FRA","Subnat","FRAr102","Champagne-Ardenne",81.24,32.42,15.1,10.8,1.33
"France","FRA","Subnat","FRAr122","Corse",83.64,33.10,13.2,11.5,0.33
"France","FRA","Subnat","FRAr111","Franche-Comte",82.24,31.47,15.1,11.3,1.18
"France","FRA","Subnat","FRAr127","French Guyana",79.95,19.31,12.4,9.79,0.27
"France","FRA","Subnat","FRAr125","Guadeloupe",81.34,26.05,14.7,10.2,0.43
"France","FRA","Subnat","FRAr104","Haute-Normandie",81.24,34.60,15.2,10.9,1.87
"France","FRA","Subnat","FRAr101","Ile de France",83.94,69.01,16.1,12.1,12.2
"France","FRA","Subnat","FRAr120","Languedoc-Roussillon",82.34,29.43,15.7,11.2,2.82
"France","FRA","Subnat","FRAr117","Limousin",82.04,32.56,15.1,11.3,0.74
"France","FRA","Subnat","FRAr109","Lorraine",81.64,31.20,15.4,11.2,2.33
"France","FRA","Subnat","FRAr126","Martinique",81.74,29.16,15.0,10.5,0.38
"France","FRA","Subnat","FRAr129","Mayotte",76.26,12.51,13.0,11.9,0.25
"France","FRA","Subnat","FRAr116","Midi-Pyrenees",83.34,37.05,15.7,11.8,3.05
"France","FRA","Subnat","FRAr108","Nord",80.25,32.15,15.4,11.1,4.09
"France","FRA","Subnat","FRAr112","Pays de la Loire",82.84,35.82,15.2,11.5,3.77
"France","FRA","Subnat","FRAr103","Picardie",80.75,30.25,14.5,10.6,1.93
"France","FRA","Subnat","FRAr114","Poitou-Charentes",82.24,31.60,15.1,11.2,1.81
"France","FRA","Subnat","FRAr121","Provence-Alpes-Cote dAzur",82.84,37.33,15.6,11.5,5.05
"France","FRA","Subnat","FRAr128","Reunion",80.65,26.99,14.5,10.1,0.86
"France","FRA","Subnat","FRAr118","Rhone-Alpes",83.64,39.92,15.7,11.7,6.62
"Gabon","GAB","National","GABt","Total",66.19,15.79,12.9,8.32,2.12
"Gabon","GAB","Subnat","GABr101","Estuaire",64.29,14.10,13.0,8.42,0.23
"Gabon","GAB","Subnat","GABr102","Haut Ogooue",66.30,12.97,13.0,7.45,0.20
"Gabon","GAB","Subnat","GABr110","Libreville-Port Gentil",67.18,21.55,13.0,9.55,1.14
"Gabon","GAB","Subnat","GABr103","Moyen Ogooue",69.92,8.974,12.2,6.09,0.07
"Gabon","GAB","Subnat","GABr104","Ngounie",64.31,8.339,12.7,5.33,0.13
"Gabon","GAB","Subnat","GABr105","Nyanga",66.64,8.319,12.9,5.56,0.06
"Gabon","GAB","Subnat","GABr106","Ogooue Ivindo",60.87,6.816,12.4,5.78,0.08
"Gabon","GAB","Subnat","GABr107","Ogooue Lolo",67.24,8.550,12.5,5.16,0.08
"Gabon","GAB","Subnat","GABr108","Ogooue Maritime",67.29,11.63,11.9,5.94,0.03
"Gabon","GAB","Subnat","GABr109","Woleu Ntem",64.72,9.054,12.5,6.79,0.12
"Gambia","GMB","National","GMBt","Total",61.74,1.490,9.48,3.67,2.28
"Gambia","GMB","Subnat","GMBr101","Banjul",62.52,2.899,11.4,6.02,0.04
"Gambia","GMB","Subnat","GMBr108","Basse",58.18,1.001,6.48,1.00,0.30
"Gambia","GMB","Subnat","GMBr103","Brikama",61.82,1.616,10.9,4.75,0.79
"Gambia","GMB","Subnat","GMBr107","Janjabureh",64.84,0.933,7.62,1.92,0.18
"Gambia","GMB","Subnat","GMBr102","Kanifing",63.06,2.439,11.1,5.69,0.44
"Gambia","GMB","Subnat","GMBr105","Kerewan",62.90,1.010,8.58,1.99,0.27
"Gambia","GMB","Subnat","GMBr106","Kuntaur",60.72,0.771,5.64,0.96,0.14
"Gambia","GMB","Subnat","GMBr104","Mansakonko",61.55,0.954,10.4,2.52,0.12
"Georgia","GEO","National","GEOt","Total",73.60,9.570,15.4,12.8,3.73
"Georgia","GEO","Subnat","GEOr102","Ajaria",73.04,11.17,15.2,12.4,0.35
"Georgia","GEO","Subnat","GEOr103","Guria",78.58,6.837,15.1,12.1,0.13
"Georgia","GEO","Subnat","GEOr104","Imereti",72.53,8.549,16.1,12.1,0.60
"Georgia","GEO","Subnat","GEOr105","Kakheti",76.61,7.228,13.8,11.8,0.33
"Georgia","GEO","Subnat","GEOr106","Kvemo Kartli",71.18,8.189,13.5,11.7,0.42
"Georgia","GEO","Subnat","GEOr107","Mtskheta-Mtianeti",69.91,8.524,15.4,11.9,0.12
"Georgia","GEO","Subnat","GEOr108","Racha-Lochkhumi-Kvemo Svaneti",70.21,7.339,14.9,11.4,0.05
"Georgia","GEO","Subnat","GEOr109","Samegrelo-Zemo Svateni",74.34,6.582,15.4,12.3,0.37
"Georgia","GEO","Subnat","GEOr110","Samtskhe-Javakheti",71.77,7.784,14.5,11.5,0.19
"Georgia","GEO","Subnat","GEOr111","Shida Kartli",73.32,6.561,14.8,11.9,0.26
"Georgia","GEO","Subnat","GEOr112","Tbilisi",75.88,16.74,17.0,15.5,0.91
"Germany","DEU","National","DEUt","Total",81.18,46.95,17.1,14.1,82.9
"Germany","DEU","Subnat","DEUr101","Baden-Wurttemberg",82.12,54.06,17.2,14.3,11.0
"Germany","DEU","Subnat","DEUr102","Bayern",81.83,54.61,16.5,14.4,13.0
"Germany","DEU","Subnat","DEUr103","Berlin",81.01,44.93,17.9,14.8,3.59
"Germany","DEU","Subnat","DEUr104","Brandenburg",80.81,33.75,16.3,14.2,2.51
"Germany","DEU","Subnat","DEUr105","Bremen",80.21,59.27,18.5,14.0,0.68
"Germany","DEU","Subnat","DEUr106","Hamburg",81.31,76.94,18.4,14.5,1.82
"Germany","DEU","Subnat","DEUr107","Hessen",81.70,53.99,17.0,14.3,6.24
"Germany","DEU","Subnat","DEUr108","Mecklenburg-Vorpommern",80.21,31.50,16.6,14.2,1.62
"Germany","DEU","Subnat","DEUr109","Niedersachsen",80.63,40.87,16.7,13.8,7.99
"Germany","DEU","Subnat","DEUr110","Nordrhein-Westfalen",80.76,46.22,17.5,13.8,18.0
"Germany","DEU","Subnat","DEUr111","Rheinland-Pfalz",81.23,42.23,16.8,13.9,4.09
"Germany","DEU","Subnat","DEUr112","Saarland",80.31,43.33,17.6,13.8,1.00
"Germany","DEU","Subnat","DEUr113","Sachsen",81.25,35.61,17.3,14.5,4.10
"Germany","DEU","Subnat","DEUr114","Sachsen-Anhalt",79.91,32.43,16.7,14.0,2.25
"Germany","DEU","Subnat","DEUr115","Schleswig-Holstein",80.71,38.13,16.8,13.9,2.90
"Germany","DEU","Subnat","DEUr116","Thuringen",80.51,34.55,16.9,14.4,2.17
"Ghana","GHA","National","GHAt","Total",63.78,4.099,11.5,7.18,29.8
"Ghana","GHA","Subnat","GHAr106","Ashanti",62.58,4.681,11.5,8.11,5.48
"Ghana","GHA","Subnat","GHAr107","Brong Ahafo",65.51,3.213,12.3,6.10,2.56
"Ghana","GHA","Subnat","GHAr102","Central",63.96,3.845,7.37,7.38,2.90
"Ghana","GHA","Subnat","GHAr105","Eastern",64.01,3.470,11.5,7.56,2.89
"Ghana","GHA","Subnat","GHAr103","Greater Accra",66.82,6.443,11.3,9.70,5.46
"Ghana","GHA","Subnat","GHAr108","Northern",59.19,2.811,12.0,2.55,2.92
"Ghana","GHA","Subnat","GHAr110","Upper East",63.52,2.470,12.4,2.98,1.25
"Ghana","GHA","Subnat","GHAr109","Upper West",61.22,2.659,13.5,2.72,0.83
"Ghana","GHA","Subnat","GHAr104","Volta",64.91,3.084,13.3,6.65,2.47
"Ghana","GHA","Subnat","GHAr101","Western",65.64,4.119,12.8,7.73,3.02
"Greece","GRC","National","GRCt","Total",82.07,24.91,17.3,10.5,10.7
"Greece","GRC","Subnat","GRCr105","Anatoliki Makedonia, Thraki",81.60,16.94,16.6,9.94,0.60
"Greece","GRC","Subnat","GRCr101","Attiki",81.60,34.31,17.5,11.2,3.76
"Greece","GRC","Subnat","GRCr111","Dytiki Ellada",81.80,17.97,18.4,9.92,0.66
"Greece","GRC","Subnat","GRCr107","Dytiki Makedonia",82.41,21.71,18.8,10.1,0.27
"Greece","GRC","Subnat","GRCr110","Ionia Nisia",82.01,22.87,18.1,9.80,0.21
"Greece","GRC","Subnat","GRCr108","Ipeiros",84.02,17.45,19.5,10.3,0.33
"Greece","GRC","Subnat","GRCr106","Kentriki Makedonia",81.91,19.38,17.7,10.5,1.87
"Greece","GRC","Subnat","GRCr104","Kriti",82.81,21.06,18.2,10.3,0.63
"Greece","GRC","Subnat","GRCr103","Notio Aigaio",82.51,27.02,13.7,9.80,0.34
"Greece","GRC","Subnat","GRCr113","Peloponnisos",82.91,20.29,15.1,10.1,0.58
"Greece","GRC","Subnat","GRCr112","Sterea Ellada",82.41,21.96,15.0,9.95,0.55
"Greece","GRC","Subnat","GRCr109","Thessalia",82.51,19.00,16.5,10.4,0.72
"Greece","GRC","Subnat","GRCr102","Voreio Aigaio",82.81,18.48,18.1,10.1,0.20
"Grenada","GRD","National","GRDt","Total",72.38,12.68,16.6,8.80,0.11
"Guatemala","GTM","National","GTMt","Total",74.06,7.378,10.6,6.47,17.2
"Guatemala","GTM","Subnat","GTMr105","Central",73.58,8.409,10.8,6.91,1.88
"Guatemala","GTM","Subnat","GTMr101","Metropolitan",75.52,12.30,12.5,10.0,3.40
"Guatemala","GTM","Subnat","GTMr102","North",74.12,3.710,9.89,4.25,1.61
"Guatemala","GTM","Subnat","GTMr107","North-Occidental",72.35,5.420,9.17,4.04,2.45
"Guatemala","GTM","Subnat","GTMr103","North-Oriental",73.25,7.211,10.7,6.26,1.52
"Guatemala","GTM","Subnat","GTMr108","Peten",76.04,5.178,10.9,5.47,0.66
"Guatemala","GTM","Subnat","GTMr106","South-Occidental",74.42,7.114,10.2,5.43,4.23
"Guatemala","GTM","Subnat","GTMr104","South-Oriental",74.22,6.896,10.8,5.50,1.51
"Guinea","GIN","National","GINt","Total",61.19,2.211,9.01,2.71,12.4
"Guinea","GIN","Subnat","GINr101","Boke",59.66,2.053,8.26,2.39,1.30
"Guinea","GIN","Subnat","GINr102","Conakry",68.71,6.193,13.3,6.99,1.93
"Guinea","GIN","Subnat","GINr103","Faranah",59.66,1.639,7.17,1.68,1.20
"Guinea","GIN","Subnat","GINr104","Kankan",58.61,2.122,5.85,1.77,1.76
"Guinea","GIN","Subnat","GINr105","Kindia",59.51,2.105,9.69,2.22,1.83
"Guinea","GIN","Subnat","GINr106","Labe",61.05,1.519,7.34,1.03,1.23
"Guinea","GIN","Subnat","GINr107","Mamou",63.24,1.839,8.26,1.06,1.05
"Guinea","GIN","Subnat","GINr108","N Zerekore",62.87,1.522,9.15,2.35,2.13
"Guinea Bissau","GNB","National","GNBt","Total",58.00,1.593,10.5,3.30,1.87
"Guinea Bissau","GNB","Subnat","GNBr106","Bafata",53.07,1.300,7.26,1.44,0.21
"Guinea Bissau","GNB","Subnat","GNBr104","Biombo",62.57,1.151,11.7,2.95,0.13
"Guinea Bissau","GNB","Subnat","GNBr109","Bissau",58.33,2.693,13.1,6.18,0.58
"Guinea Bissau","GNB","Subnat","GNBr105","Bolama",56.21,1.068,12.1,2.79,0.04
"Guinea Bissau","GNB","Subnat","GNBr108","Cacheu",58.45,1.301,11.4,2.62,0.19
"Guinea Bissau","GNB","Subnat","GNBr107","Gabu",53.35,1.318,5.94,1.20,0.22
"Guinea Bissau","GNB","Subnat","GNBr103","Oio",64.14,1.177,8.91,1.89,0.31
"Guinea Bissau","GNB","Subnat","GNBr102","Quinara",59.91,1.233,10.6,1.94,0.07
"Guinea Bissau","GNB","Subnat","GNBr101","Tombali",58.93,1.253,9.40,1.94,0.13
"Guyana","GUY","National","GUYt","Total",69.77,7.615,11.5,8.47,0.78
"Guyana","GUY","Subnat","GUYr101","Barima-Waini",69.20,3.391,10.9,5.57,0.01
"Guyana","GUY","Subnat","GUYr107","Cuyuni-Mazaruni",67.69,4.469,10.6,8.64,0.01
"Guyana","GUY","Subnat","GUYr104","Demerara-Mahaica",70.13,8.924,11.8,9.00,0.35
"Guyana","GUY","Subnat","GUYr106","East Berbice-Corentyne",71.29,7.837,11.1,7.31,0.11
"Guyana","GUY","Subnat","GUYr103","Essequibo Islands-West Demerara",67.94,7.786,11.5,8.23,0.12
"Guyana","GUY","Subnat","GUYr105","Mahaica-Berbice",71.30,7.196,11.2,8.16,0.05
"Guyana","GUY","Subnat","GUYr102","Pomeroon-Supenaam",70.31,5.747,10.3,8.27,0.04
"Guyana","GUY","Subnat","GUYr108","Potaro-Siparuni",68.57,1.648,10.5,6.77,0.01
"Guyana","GUY","Subnat","GUYr110","Upper Demerara-Berbice",69.22,7.920,12.3,9.71,0.04
"Guyana","GUY","Subnat","GUYr109","Upper Takutu-Upper Essequibo",70.08,2.122,10.6,8.38,0.03
"Haiti","HTI","National","HTIt","Total",63.66,1.665,9.50,5.44,11.1
"Haiti","HTI","Subnat","HTIr105","Artibonite",63.54,1.301,9.14,4.33,1.66
"Haiti","HTI","Subnat","HTIr106","Centre",62.88,1.176,9.03,3.93,0.83
"Haiti","HTI","Subnat","HTIr108","Grande-Anse",65.37,1.131,9.69,4.21,0.86
"Haiti","HTI","Subnat","HTIr103","North",67.16,1.698,9.87,5.04,1.20
"Haiti","HTI","Subnat","HTIr104","North-East",64.35,1.527,9.83,4.50,0.41
"Haiti","HTI","Subnat","HTIr109","North-West",66.58,1.280,9.80,4.83,0.58
"Haiti","HTI","Subnat","HTIr107","South",66.09,1.326,9.57,4.53,0.84
"Haiti","HTI","Subnat","HTIr102","South-East",64.47,1.365,9.60,4.32,0.66
"Haiti","HTI","Subnat","HTIr101","West (incl Metropolitain area)",61.78,2.360,9.49,7.02,4.08
"Honduras","HND","National","HNDt","Total",75.09,4.258,10.2,6.60,9.59
"Honduras","HND","Subnat","HNDr101","Atlantida",75.60,5.043,10.5,7.38,0.47
"Honduras","HND","Subnat","HNDr106","Choluteca",75.85,2.829,9.22,5.40,0.52
"Honduras","HND","Subnat","HNDr102","Colon",75.65,4.502,9.51,5.77,0.36
"Honduras","HND","Subnat","HNDr103","Comayagua",73.42,4.444,9.53,6.24,0.59
"Honduras","HND","Subnat","HNDr104","Copan",74.14,3.487,8.81,4.77,0.44
"Honduras","HND","Subnat","HNDr105","Cortes",75.52,5.997,10.7,7.66,1.69
"Honduras","HND","Subnat","HNDr107","El Paraiso",74.81,2.868,9.53,5.36,0.53
"Honduras","HND","Subnat","HNDr108","Francisco Morazan",75.98,5.497,12.4,8.78,1.72
"Honduras","HND","Subnat","HNDr109","Gracias a Dios",70.47,1.585,10.2,6.09,0.11
"Honduras","HND","Subnat","HNDr110","Intibuca",73.69,2.487,8.82,4.89,0.26
"Honduras","HND","Subnat","HNDr111","Islas de la Bahia",69.69,5.966,11.0,8.16,0.07
"Honduras","HND","Subnat","HNDr112","La Paz",73.78,2.929,9.53,5.34,0.25
"Honduras","HND","Subnat","HNDr113","Lempira",74.16,2.253,8.16,3.80,0.38
"Honduras","HND","Subnat","HNDr114","Ocotepeque",75.36,3.837,8.90,4.88,0.18
"Honduras","HND","Subnat","HNDr115","Olancho",76.39,3.370,9.99,5.09,0.58
"Honduras","HND","Subnat","HNDr116","Santa Barbara",76.00,3.766,9.41,5.13,0.52
"Honduras","HND","Subnat","HNDr117","Valle",75.58,3.263,9.80,5.57,0.21
"Honduras","HND","Subnat","HNDr118","Yoro",74.69,4.226,9.78,6.10,0.72
"Hungary","HUN","National","HUNt","Total",76.70,27.14,15.1,11.9,9.77
"Hungary","HUN","Subnat","HUNr107","Del-Alfold",76.32,19.16,14.8,11.7,1.25
"Hungary","HUN","Subnat","HUNr104","Del-Dunantul",76.32,17.61,14.4,11.5,0.89
"Hungary","HUN","Subnat","HUNr106","Eszak-Alfold",76.02,17.04,14.4,11.4,1.46
"Hungary","HUN","Subnat","HUNr105","Eszak-Magyarorszag",75.01,17.75,13.8,11.4,1.14
"Hungary","HUN","Subnat","HUNr102","Kozep-Dunantul",76.42,25.69,13.7,11.7,1.05
"Hungary","HUN","Subnat","HUNr101","Kozep-Magyarorszag",78.03,41.81,17.2,12.7,2.99
"Hungary","HUN","Subnat","HUNr103","Nyugat-Dunantul",77.03,29.84,14.7,11.8,0.98
"Iceland","ISL","National","ISLt","Total",82.86,47.57,19.2,12.5,0.35
"India","IND","National","INDt","Total",69.42,6.829,12.4,6.45,1353
"India","IND","Subnat","INDr136","Andaman and Nicobar Islands",75.05,12.57,13.5,8.31,0.39
"India","IND","Subnat","INDr101","Andhra Pradesh",69.84,8.169,12.9,5.42,56.1
"India","IND","Subnat","INDr125","Arunachal Pradesh",71.85,7.715,12.8,5.80,1.15
"India","IND","Subnat","INDr102","Assam",68.62,4.363,12.0,6.34,32.3
"India","IND","Subnat","INDr103","Bihar",68.54,3.298,12.0,4.53,118
"India","IND","Subnat","INDr131","Chandigarth",72.64,18.51,13.6,10.5,1.06
"India","IND","Subnat","INDr129","Chhattisgarh",67.12,5.180,12.4,5.68,30.7
"India","IND","Subnat","INDr132","Dadra and Nagar Haveli",71.75,6.996,12.1,7.02,0.34
"India","IND","Subnat","INDr134","Daman and Diu",72.17,11.75,12.1,8.33,0.19
"India","IND","Subnat","INDr104","Goa",74.38,16.44,13.8,8.95,1.57
"India","IND","Subnat","INDr105","Gujarat",70.53,10.37,11.8,6.92,64.6
"India","IND","Subnat","INDr106","Haryana",71.16,13.17,13.1,7.42,30.5
"India","IND","Subnat","INDr107","Himachal Pradesh",71.22,13.24,13.7,8.21,7.25
"India","IND","Subnat","INDr108","Jammu and Kashmir",71.57,10.14,13.0,6.78,12.7
"India","IND","Subnat","INDr128","Jharkhand",68.72,4.006,12.2,5.28,36.1
"India","IND","Subnat","INDr109","Karnataka",72.44,8.563,12.9,6.81,65.6
"India","IND","Subnat","INDr110","Kerala",75.91,14.87,14.2,10.0,38.5
"India","IND","Subnat","INDr135","Lakshadweep",72.91,14.89,14.0,8.90,0.08
"India","IND","Subnat","INDr111","Madhya Pradesh",67.39,5.138,11.8,5.51,87.4
"India","IND","Subnat","INDr112","Maharashtra",72.54,9.069,12.9,7.64,131
"India","IND","Subnat","INDr113","Manipur",72.78,6.057,13.4,8.95,2.37
"India","IND","Subnat","INDr114","Meghalaya",70.98,6.324,12.9,6.50,3.08
"India","IND","Subnat","INDr115","Mizoram",69.33,12.27,13.1,8.19,1.12
"India","IND","Subnat","INDr116","Nagaland",71.83,7.555,12.9,7.27,1.58
"India","IND","Subnat","INDr124","New Delhi",72.30,15.40,13.2,9.28,19.8
"India","IND","Subnat","INDr117","Orissa",68.84,4.326,12.0,5.63,46.0
"India","IND","Subnat","INDr133","Puducherry",73.46,12.35,13.7,8.80,1.29
"India","IND","Subnat","INDr118","Punjab",71.73,15.47,13.2,7.78,29.2
"India","IND","Subnat","INDr119","Rajasthan",69.32,7.199,12.1,5.19,74.2
"India","IND","Subnat","INDr120","Sikkim",72.94,12.30,13.8,7.06,0.54
"India","IND","Subnat","INDr121","Tamil Nadu",73.27,9.436,13.6,7.60,87.1
"India","IND","Subnat","INDr130","Telangana",70.67,8.919,13.1,6.11,41.3
"India","IND","Subnat","INDr126","Tripura",72.21,5.176,13.0,6.97,3.86
"India","IND","Subnat","INDr123","Uttar Pradesh",65.84,4.721,11.6,5.81,212
"India","IND","Subnat","INDr127","Uttaranchal",69.81,9.115,13.0,7.54,11.1
"India","IND","Subnat","INDr122","West Bengal",71.49,5.524,12.4,6.12,102
"Indonesia","IDN","National","IDNt","Total",71.51,11.26,12.9,7.98,268
"Indonesia","IDN","Subnat","IDNr116","Bali",73.00,15.25,13.2,8.38,4.61
"Indonesia","IDN","Subnat","IDNr109","Bangka Belitung",73.16,14.20,12.6,7.51,1.45
"Indonesia","IDN","Subnat","IDNr115","Banten",72.16,12.72,12.1,8.25,11.9
"Indonesia","IDN","Subnat","IDNr107","Bengkulu",72.57,10.04,13.5,8.41,1.84
"Indonesia","IDN","Subnat","IDNr112","Central Java",72.20,10.84,12.6,7.15,35.6
"Indonesia","IDN","Subnat","IDNr121","Central Kalimantan",69.68,9.892,12.5,8.09,2.48
"Indonesia","IDN","Subnat","IDNr125","Central Sulawesi",66.04,8.329,12.6,8.11,3.03
"Indonesia","IDN","Subnat","IDNr101","DI Aceh",70.14,9.825,14.5,8.78,5.16
"Indonesia","IDN","Subnat","IDNr113","DI Yogyakarta",73.34,12.94,15.5,9.14,3.95
"Indonesia","IDN","Subnat","IDNr110","DKI Jakarta",73.19,18.89,13.7,11.0,10.1
"Indonesia","IDN","Subnat","IDNr114","East Java",72.72,11.29,13.0,7.15,43.9
"Indonesia","IDN","Subnat","IDNr123","East Kalimantan",73.31,14.88,13.6,8.99,3.84
"Indonesia","IDN","Subnat","IDNr118","East Nusa Tenggara",69.44,5.234,13.1,7.35,5.75
"Indonesia","IDN","Subnat","IDNr128","Gorontalo",66.93,7.704,11.5,7.19,1.21
"Indonesia","IDN","Subnat","IDNr130","Irian Jaya (Papua and Papua Barat)",62.80,4.835,12.0,7.38,3.86
"Indonesia","IDN","Subnat","IDNr105","Jambi",72.43,10.12,12.8,7.63,3.35
"Indonesia","IDN","Subnat","IDNr108","Lampung",72.21,9.563,12.8,7.43,8.47
"Indonesia","IDN","Subnat","IDNr129","Maluku",67.87,8.242,13.8,8.96,2.90
"Indonesia","IDN","Subnat","IDNr124","North Sulawesi",72.39,10.81,13.3,9.31,2.65
"Indonesia","IDN","Subnat","IDNr102","North Sumatra",69.87,10.73,13.7,9.09,14.1
